image_name,ohem_mIoU,cga_mIoU,ohem_Pd,cga_Pd,ohem_Precision,cga_Precision,ohem_FA_ppm,cga_FA_ppm,ohem_FP_components,cga_FP_components,new_fp_pixels,new_fp_components,removed_fp_pixels,removed_fp_components,lost_target_pixels,boundary_excess_pixels,center_peak_prob,center_peak_hit_rate,scale_acc_on_target,local_peak_false_alarm_count,boundary_prob_mean
000636,0.631578947368421,0.631578947368421,1.0,1.0,0.75,0.75,122.0703125,122.0703125,0,0,0,0,0,0,0,0,0.5359776616096497,0.5,1.0,0,0.615050196647644
000509,0.9538461538461539,0.9393939393939394,1.0,1.0,1.0,0.9841269841269841,0.0,15.2587890625,0,0,1,1,0,0,1,1,0.5610546469688416,1.0,1.0,0,0.7339842319488525
000799,0.5526315789473685,0.5526315789473685,1.0,1.0,0.7241379310344828,0.7241379310344828,122.0703125,122.0703125,0,0,0,0,0,0,0,0,0.4892682433128357,0.5,1.0,0,0.663058340549469
000062,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0.556315004825592,0.75,0.9166666865348816,0,0.757939875125885
000297,0.96875,1.0,1.0,1.0,0.96875,1.0,30.517578125,0.0,0,0,0,0,2,2,0,0,0.6759788393974304,1.0,1.0,0,0.7815766930580139
000933,0.8611111111111112,0.8378378378378378,1.0,1.0,0.8857142857142857,0.8611111111111112,61.03515625,76.2939453125,0,0,1,1,0,0,0,1,0.2200949639081955,0.0,1.0,0,0.7223919034004211
000374,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.9503815174102783,1.0,1.0,0,0.5886911749839783
000928,0.782608695652174,0.8043478260869565,0.5,0.5,0.972972972972973,0.9736842105263158,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.1456676423549652,0.0,0.9777777791023254,0,0.5329556465148926
000910,0.9210526315789473,0.9210526315789473,1.0,1.0,0.9859154929577465,0.9859154929577465,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.4379558563232422,0.0,1.0,0,0.5883846282958984
000131,0.6585365853658537,0.6428571428571429,1.0,1.0,0.9,0.8709677419354839,45.7763671875,61.03515625,0,0,1,1,0,0,0,1,0.8755882978439331,1.0,1.0,0,0.7399811744689941
000191,0.7076923076923077,0.7076923076923077,1.0,1.0,0.8070175438596491,0.8070175438596491,167.8466796875,167.8466796875,0,0,0,0,0,0,0,0,0.42401665449142456,0.0,0.944444477558136,0,0.7420420050621033
000216,0.7605633802816901,0.7464788732394366,1.0,1.0,0.8852459016393442,0.8833333333333333,106.8115234375,106.8115234375,0,0,1,1,1,1,1,1,0.4346486032009125,0.0,0.8125,0,0.7613322138786316
000373,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.9556167125701904,1.0,1.0,0,0.5501114726066589
000556,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.8432314395904541,1.0,1.0,0,0.8474767804145813
000417,0.7857142857142857,0.8571428571428571,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.9499675631523132,1.0,0.8571429252624512,0,0.5934194922447205
000485,0.9503105590062112,0.9444444444444444,1.0,1.0,0.95625,0.9503105590062112,106.8115234375,122.0703125,0,0,1,1,0,0,0,1,0.6132766008377075,1.0,1.0,0,0.7370971441268921
000557,0.9838709677419355,0.9838709677419355,1.0,1.0,0.9838709677419355,0.9838709677419355,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.963798463344574,1.0,0.9999999403953552,0,0.8257958889007568
000153,0.7083333333333334,0.7083333333333334,1.0,1.0,0.8095238095238095,0.8095238095238095,122.0703125,122.0703125,0,0,0,0,0,0,0,0,0.6286442279815674,1.0,1.0,0,0.7858562469482422
000955,0.975,0.975,1.0,1.0,0.975,0.975,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.4428427517414093,0.0,1.0,0,0.7911182045936584
000511,0.9041095890410958,0.8933333333333333,1.0,1.0,0.9705882352941176,0.9436619718309859,30.517578125,61.03515625,0,0,2,1,0,0,0,2,0.6143404245376587,1.0,1.0,0,0.7387844324111938
001038,0.9722222222222222,0.9722222222222222,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.5487080216407776,1.0,1.0,0,0.8099257946014404
001239,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6994490027427673,1.0,1.0,0,0.756791889667511
000986,0.7432432432432432,0.7857142857142857,1.0,1.0,0.7746478873239436,0.8208955223880597,244.140625,183.10546875,0,0,0,0,4,1,0,0,0.3711155652999878,0.0,1.0,0,0.47432994842529297
000740,0.6986301369863014,0.7066666666666667,1.0,1.0,0.85,0.828125,137.3291015625,167.8466796875,0,0,2,2,0,0,1,2,0.38545894622802734,0.0,1.0,0,0.6050318479537964
001018,0.9493670886075949,0.9493670886075949,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.3666245937347412,0.0,1.0,0,0.5905479788780212
001068,0.92,0.918918918918919,1.0,1.0,0.9857142857142858,1.0,15.2587890625,0.0,0,0,0,0,1,1,1,0,0.4018658399581909,0.0,1.0,0,0.7204502820968628
000902,0.8723404255319149,0.8723404255319149,1.0,1.0,0.9534883720930233,0.9534883720930233,30.517578125,30.517578125,0,0,0,0,0,0,0,0,0.37167420983314514,0.0,1.0,0,0.8216917514801025
001221,0.9444444444444444,0.9444444444444444,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0.7995615005493164,1.0,0.4444444477558136,0,0.7914597988128662
000510,0.8028169014084507,0.9047619047619048,1.0,1.0,0.8142857142857143,0.9193548387096774,198.3642578125,76.2939453125,2,0,2,2,10,2,0,2,0.5865779519081116,1.0,1.0,0,0.7021006941795349
000212,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8823529411764706,0.8823529411764706,61.03515625,61.03515625,0,0,0,0,0,0,0,0,0.2378637045621872,0.0,1.0,0,0.8530856370925903
000026,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6334108114242554,1.0,1.0,0,0.7354109883308411
