image_name,evidence_mIoU,final_mIoU,evidence_Pd,final_Pd,evidence_Precision,final_Precision,evidence_FA_ppm,final_FA_ppm,evidence_FP_components,final_FP_components,residual_new_fp_pixels,residual_new_fp_components,residual_removed_fp_pixels,residual_removed_fp_components,residual_lost_target_pixels,residual_boundary_excess_pixels,delta_mean_target,delta_mean_boundary,delta_mean_far_bg,delta_positive_far_bg_ratio
000850,0.5,0.5357142857142857,1.0,1.0,0.6666666666666666,0.6818181818181818,213.623046875,213.623046875,0,0,0,0,0,0,0,0,0.4667721390724182,0.1538052260875702,0.0006075517158024013,0.5396674658280661
001151,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4969998598098755,0.21252578496932983,9.116236469708383e-05,0.582860307351516
000426,0.8933333333333333,0.8933333333333333,1.0,1.0,0.9436619718309859,0.9436619718309859,61.03515625,61.03515625,0,0,0,0,0,0,0,0,0.4871998131275177,0.13397414982318878,0.00043736593215726316,0.5929798472667565
000908,0.7263157894736842,0.711340206185567,1.0,1.0,0.7666666666666667,0.75,320.4345703125,350.9521484375,1,1,2,2,0,0,0,0,0.48255008459091187,0.2019684910774231,0.002263760892674327,0.5750116405401211
000286,0.9821428571428571,0.9821428571428571,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.48955440521240234,0.12751106917858124,0.0013340372825041413,0.5611905682257441
001280,0.9375,0.9375,1.0,1.0,0.967741935483871,0.967741935483871,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.4826241135597229,0.10234935581684113,0.0029917946085333824,0.6566777254841447
000167,0.5396825396825397,0.5555555555555556,1.0,1.0,0.6666666666666666,0.6730769230769231,259.3994140625,259.3994140625,0,0,0,0,0,0,0,0,0.4657798111438751,0.18089249730110168,0.0005160325672477484,0.5638016374560284
000332,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.49903708696365356,0.13700886070728302,0.0004695480747614056,0.564352933940214
000499,0.8860759493670886,0.8875,1.0,1.0,0.9090909090909091,0.8987341772151899,106.8115234375,122.0703125,0,0,1,1,0,0,0,1,0.48683199286460876,0.16373121738433838,0.0007832089904695749,0.6396943725493235
001066,0.9473684210526315,0.935064935064935,1.0,1.0,0.9863013698630136,0.972972972972973,15.2587890625,30.517578125,0,0,1,1,0,0,0,1,0.48779356479644775,0.23419417440891266,0.00012885504111181945,0.6170895892790669
000611,0.5,0.5,1.0,1.0,0.5517241379310345,0.5517241379310345,198.3642578125,198.3642578125,2,2,0,0,0,0,0,0,0.48763054609298706,0.15943790972232819,0.0013375739799812436,0.6279353038222552
