image_name,target_components,ohem_mIoU,candidate_mIoU,per_image_delta_mIoU,ohem_Pd,candidate_Pd,per_image_delta_Pd,ohem_Precision,candidate_Precision,per_image_delta_precision,ohem_FA_ppm,candidate_FA_ppm,per_image_delta_FA,ohem_FP_components,candidate_FP_components,delta_FP_components,target_lost_count,target_gained_count,target_shrink_pixels,target_over_suppressed_pixels,removed_far_fp_pixels,new_fp_components,removed_fp_components,retained_fp_components,ohem_boundary_excess_pixels,candidate_boundary_excess_pixels,boundary_excess_delta,ohem_far_fp_pixels,candidate_far_fp_pixels,far_fp_delta,ohem_detached_near_fp_pixels,candidate_detached_near_fp_pixels,detached_near_fp_delta,target_prob_ohem,target_prob_candidate,target_prob_delta,far_bg_prob_ohem,far_bg_prob_candidate,far_bg_prob_delta
001000,1,0.9056603773584906,0.8846153846153846,-0.021044992743106006,1.0,1.0,0.0,0.9795918367346939,1.0,0.020408163265306145,15.2587890625,0.0,-15.2587890625,0,0,0,0,0,3,4,0,0,1,0,1,0,-1,0,0,0,0,0,0,0.9123426675796509,0.8271549940109253,-0.08518767356872559,4.47440788775566e-06,5.994526759423024e-07,-3.8749553823436145e-06
000763,1,0.7058823529411765,0.6666666666666666,-0.03921568627450989,1.0,1.0,0.0,0.8,0.75,-0.050000000000000044,45.7763671875,61.03515625,15.2587890625,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0.8184671998023987,0.8302880525588989,0.011820852756500244,1.0802700955991895e-07,2.9526725597861514e-07,1.872402464186962e-07
000385,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995028376579285,0.9999613761901855,0.0004585385322570801,5.0123645678468165e-08,9.232698161554254e-09,-4.089094574055707e-08
001319,1,0.9428571428571428,1.0,0.05714285714285716,1.0,1.0,0.0,0.9705882352941176,1.0,0.02941176470588236,15.2587890625,0.0,-15.2587890625,0,0,0,0,0,0,1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0.9710070490837097,0.9933209419250488,0.02231389284133911,2.512847174784838e-07,1.0275417707816814e-06,7.762570248814882e-07
000591,1,0.9166666666666666,0.9154929577464789,-0.0011737089201877549,1.0,1.0,0.0,0.9850746268656716,1.0,0.014925373134328401,15.2587890625,0.0,-15.2587890625,0,0,0,0,0,1,2,0,0,1,0,1,0,-1,0,0,0,0,0,0,0.9347582459449768,0.9208039045333862,-0.013954341411590576,7.470075615856331e-06,1.0184306802329957e-06,-6.4516448219364975e-06
000484,2,0.8714285714285714,0.8723404255319149,0.0009118541033434902,1.0,1.0,0.0,0.9682539682539683,0.9609375,-0.007316468253968256,61.03515625,76.2939453125,15.2587890625,0,0,0,0,0,0,1,0,0,0,2,4,5,1,0,0,0,0,0,0,0.8986525535583496,0.9075180292129517,0.00886547565460205,9.307563431093513e-08,2.1187419818602393e-08,-7.188821626868958e-08
001236,1,1.0,0.9,-0.09999999999999998,1.0,1.0,0.0,1.0,0.9,-0.09999999999999998,0.0,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.9998635053634644,0.9999118447303772,4.83393669128418e-05,1.388286676728967e-07,2.868705450964626e-07,1.480418774235659e-07
000334,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999619722366333,0.9999998807907104,3.790855407714844e-05,4.24439328128301e-08,1.7690350517796105e-08,-2.4753582295033993e-08
000915,1,0.9375,0.9230769230769231,-0.014423076923076872,1.0,1.0,0.0,0.9523809523809523,0.9375,-0.014880952380952328,45.7763671875,61.03515625,15.2587890625,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0.9733993411064148,0.981545627117157,0.008146286010742188,4.089164349352359e-07,5.706512524739082e-07,1.6173481753867236e-07
000523,1,0.5915492957746479,0.7076923076923077,0.11614301191765986,1.0,1.0,0.0,0.8235294117647058,0.9387755102040817,0.11524609843937583,137.3291015625,45.7763671875,-91.552734375,0,0,0,0,0,0,6,0,0,0,1,9,3,-6,0,0,0,0,0,0,0.6718321442604065,0.7185916304588318,0.04675948619842529,2.226865035481751e-06,3.0957983199186856e-07,-1.91728531717672e-06
