image_name,target_components,ohem_mIoU,erd_mIoU,per_image_delta_mIoU,ohem_Pd,erd_Pd,per_image_delta_Pd,ohem_Precision,erd_Precision,per_image_delta_precision,ohem_FA_ppm,erd_FA_ppm,per_image_delta_FA,ohem_FP_components,erd_FP_components,delta_FP_components,target_lost_count,target_gained_count,target_shrink_pixels,target_over_suppressed_pixels,removed_far_fp_pixels,new_fp_components,removed_fp_components,retained_fp_components,ohem_boundary_excess_pixels,erd_boundary_excess_pixels,boundary_excess_delta,ohem_far_fp_pixels,erd_far_fp_pixels,far_fp_delta,ohem_detached_near_fp_pixels,erd_detached_near_fp_pixels,detached_near_fp_delta,target_prob_ohem,target_prob_erd,target_prob_delta,far_bg_prob_ohem,far_bg_prob_erd,far_bg_prob_delta,erd_suppression_target_mean,erd_suppression_target_dilate_mean,erd_suppression_far_bg_mean,erd_protection_target_mean,erd_protection_far_bg_mean,erd_clutter_target_mean,erd_clutter_far_bg_mean
000628,2,0.6285714285714286,0.2972972972972973,-0.33127413127413124,1.0,0.5,-0.5,0.8148148148148148,0.6111111111111112,-0.2037037037037036,76.2939453125,106.8115234375,30.517578125,0,0,0,1,0,13,15,0,0,1,1,5,7,2,0,0,0,0,0,0,0.7636146545410156,0.3777174651622772,-0.3858971893787384,2.210954903603124e-07,1.589327069950741e-08,-2.0520221255537763e-07,1.999951720237732,1.0296226739883423,1.3862018585205078,0.5000097751617432,0.6203387379646301,0.49999770522117615,0.4723719656467438
000537,1,0.6428571428571429,0.9444444444444444,0.3015873015873015,1.0,1.0,0.0,0.6428571428571429,1.0,0.3571428571428571,152.587890625,0.0,-152.587890625,1,0,-1,0,0,1,1,10,0,1,0,0,0,0,10,0,-10,0,0,0,0.9662439823150635,0.9164432883262634,-0.04980069398880005,0.00014135077071841806,1.986295572464769e-08,-0.00014133090735413134,0.0,1.272144390697394e-12,1.4291296005249023,1.0,0.598223090171814,8.39236347083272e-10,0.5216853618621826
000772,2,0.75,0.5882352941176471,-0.16176470588235292,1.0,1.0,0.0,0.9130434782608695,0.7142857142857143,-0.1987577639751552,30.517578125,122.0703125,91.552734375,0,0,0,0,0,3,3,0,1,0,1,2,8,6,0,0,0,0,0,0,0.8123001456260681,0.7476740479469299,-0.06462609767913818,1.00705221939279e-07,1.493710222177924e-08,-8.57681214938566e-08,1.4075948184810727e-09,1.8428503167911003e-08,2.670600652694702,0.9999936819076538,0.26684677600860596,8.37254265206866e-06,0.7682919502258301
000100,2,0.7027027027027027,0.6578947368421053,-0.04480796586059743,1.0,1.0,0.0,0.7878787878787878,0.7575757575757576,-0.030303030303030276,106.8115234375,122.0703125,15.2587890625,0,0,0,0,0,1,3,0,0,0,2,7,8,1,0,0,0,0,0,0,0.8398191928863525,0.8059358596801758,-0.03388333320617676,1.4177096829826041e-07,4.242570739165785e-08,-9.934525735388888e-08,1.1017103435052508e-13,1.2178081654212747e-08,2.508885145187378,0.9999998807907104,0.3239700496196747,5.712457777917734e-07,0.697123646736145
000043,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997644424438477,0.9985446929931641,-0.0012197494506835938,5.9360736770486255e-08,2.304452806356494e-08,-3.6316208706921316e-08,0.0,3.1853662892463884e-15,2.228708028793335,1.0,0.39022690057754517,2.827585734999083e-11,0.6389198303222656
000291,2,0.9830508474576272,0.9829059829059829,-0.00014486455164430811,1.0,1.0,0.0,0.9914529914529915,1.0,0.008547008547008517,15.2587890625,0.0,-15.2587890625,0,0,0,0,0,2,3,0,0,1,0,1,0,-1,0,0,0,0,0,0,0.9878373742103577,0.982761025428772,-0.005076348781585693,7.08913177049908e-08,1.2031772023135545e-08,-5.885954479367683e-08,0.0,1.1571771313858962e-15,1.1458021402359009,1.0,0.5915518999099731,2.0631635289092287e-10,0.3889111280441284
000918,1,0.9444444444444444,0.9622641509433962,0.017819706498951815,1.0,1.0,0.0,0.9807692307692307,1.0,0.019230769230769273,15.2587890625,0.0,-15.2587890625,0,0,0,0,0,0,1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0.9562562108039856,0.9649301171302795,0.008673906326293945,1.4495159916805278e-07,1.6290524484929847e-08,-1.2866107113040925e-07,0.0,7.226399247883819e-06,1.900267243385315,1.0,0.45580747723579407,8.953612073980821e-09,0.5979704856872559
000548,1,0.8484848484848485,0.9047619047619048,0.05627705627705626,1.0,1.0,0.0,0.875,0.9193548387096774,0.04435483870967738,122.0703125,76.2939453125,-45.7763671875,1,1,0,0,0,0,5,0,0,0,2,7,3,-4,0,0,0,1,2,1,0.9704214334487915,0.9737017154693604,0.0032802820205688477,9.892062280414393e-07,3.004770832149006e-08,-9.591585694579408e-07,3.710836163090675e-13,5.69627854929422e-06,1.2155600786209106,0.9999999403953552,0.6567890644073486,1.7714727107431827e-07,0.4133981466293335
000729,1,0.7941176470588235,0.6052631578947368,-0.18885448916408665,1.0,1.0,0.0,0.8709677419354839,0.7419354838709677,-0.12903225806451613,61.03515625,122.0703125,61.03515625,0,0,0,0,0,6,6,0,0,0,1,4,8,4,0,0,0,0,0,0,0.8817033767700195,0.7983807921409607,-0.08332258462905884,5.965527520856995e-07,1.6259200208423863e-08,-5.802935447718482e-07,7.224744759595097e-16,7.921884259687317e-10,1.442954182624817,1.0,0.5915005207061768,2.8441291544112346e-09,0.48309049010276794
000475,1,0.8918918918918919,0.8918918918918919,0.0,1.0,1.0,0.0,0.9428571428571428,0.9428571428571428,0.0,61.03515625,61.03515625,0.0,0,0,0,0,0,1,2,0,0,0,1,4,4,0,0,0,0,0,0,0,0.9406355619430542,0.9241544604301453,-0.016481101512908936,8.057954232754128e-07,1.4702304262925736e-08,-7.910931003607402e-07,0.0,9.673738199378334e-11,1.7746081352233887,1.0,0.5171096324920654,1.2261479609421144e-09,0.5612586140632629
