image_id,component_count,detached_far_fp_components,boundary_excess_components,fp_component_pixels,boundary_excess_pixels,detached_far_fp_pixels,target_pixels,far_background_pixels,ohem_budget_pixels
000379,1,0,0,0,0,0,5,65371,654
000168,2,0,0,0,0,0,46,65089,651
000301,1,0,0,0,0,0,65,65145,652
001061,1,0,0,0,0,0,63,65086,651
001299,1,0,0,0,0,0,71,65107,652
000818,1,0,0,0,0,0,18,65318,654
001070,1,0,0,0,0,0,55,65111,652
001305,1,0,0,0,0,0,16,65299,653
001095,1,0,0,0,0,0,44,65149,652
000695,2,0,1,5,5,0,23,65293,653
000375,2,0,0,0,0,0,10,65206,653
000061,4,0,0,0,0,0,36,64860,649
000669,2,0,0,0,0,0,40,65066,651
000325,3,0,0,0,0,0,15,65041,651
000864,2,0,0,0,0,0,46,65091,651
000174,2,0,0,0,0,0,48,65088,651
000347,1,0,0,0,0,0,5,65371,654
000748,2,0,0,0,0,0,70,65047,651
000946,1,0,0,0,0,0,78,65033,651
001274,1,0,0,0,0,0,58,65147,652
001059,1,0,0,0,0,0,50,65141,652
000253,1,0,0,0,0,0,55,65148,652
000679,3,1,0,9,0,9,40,65116,652
001041,1,0,0,0,0,0,61,65108,652
000999,1,0,0,0,0,0,73,65063,651
000794,1,0,0,0,0,0,15,65341,654
000576,1,0,0,0,0,0,54,65177,652
001094,1,0,0,0,0,0,66,65071,651
000635,2,0,0,0,0,0,28,65146,652
000825,1,0,0,0,0,0,19,65317,654
000013,1,0,0,0,0,0,18,65198,652
000627,2,0,0,0,0,0,30,65136,652
000487,1,0,0,0,0,0,65,65116,652
001201,1,0,0,0,0,0,9,65367,654
000457,2,0,0,0,0,0,145,64737,648
000916,1,0,0,0,0,0,75,65071,651
000030,1,0,0,0,0,0,9,65367,654
000109,2,0,0,0,0,0,32,65134,652
000693,1,0,0,0,0,0,23,65303,654
000183,2,0,0,0,0,0,51,65045,651
000467,2,0,0,0,0,0,104,64808,649
001164,1,0,0,0,0,0,9,65393,654
001258,1,0,0,0,0,0,54,65177,652
000970,1,0,0,0,0,0,61,65108,652
000263,1,0,0,0,0,0,62,65128,652
000858,2,0,0,0,0,0,45,65081,651
000668,2,0,0,0,0,0,40,65116,652
000526,1,0,0,0,0,0,33,65273,653
000736,2,0,0,0,0,0,62,65024,651
001146,1,0,0,0,0,0,9,65367,654
000247,1,0,0,0,0,0,98,65029,651
000367,1,0,0,0,0,0,5,65371,654
000050,1,0,0,0,0,0,9,65367,654
000773,2,0,0,0,0,0,26,65150,652
000318,1,0,0,0,0,0,56,65175,652
001163,1,0,0,0,0,0,9,65367,654
001159,1,0,0,0,0,0,9,65367,654
001306,1,0,0,0,0,0,12,65334,654
001310,1,0,0,0,0,0,13,65319,654
000571,1,0,0,0,0,0,80,65073,651
001031,1,0,0,0,0,0,73,65063,651
000461,1,0,0,0,0,0,56,65175,652
000652,2,0,0,0,0,0,35,65120,652
000444,2,0,0,0,0,0,149,64652,647
001194,1,0,0,0,0,0,9,65367,654
001156,1,0,0,0,0,0,9,65406,655
000014,1,0,0,0,0,0,9,65367,654
000250,2,0,0,0,0,0,83,65033,651
000134,2,0,0,0,0,0,38,65178,652
001301,1,0,0,0,0,0,65,65116,652
000768,2,0,0,0,0,0,26,65200,652
000823,2,0,0,0,0,0,38,65108,652
000040,1,0,0,0,0,0,9,65367,654
000891,1,0,0,0,0,0,47,65124,652
000561,1,0,0,0,0,0,62,65128,652
001200,1,0,0,0,0,0,9,65367,654
001233,1,0,0,0,0,0,9,65367,654
000119,2,0,0,0,0,0,34,65112,652
001324,1,0,0,0,0,0,32,65231,653
000793,1,0,0,0,0,0,15,65406,655
000293,1,0,0,0,0,0,80,65073,651
000143,2,0,0,0,0,0,40,65106,652
001011,1,0,0,0,0,0,75,65049,651
000834,2,0,0,0,0,0,40,65066,651
000095,1,0,0,0,0,0,14,65342,654
000017,1,0,0,0,0,0,9,65367,654
001116,2,0,0,0,0,0,18,65198,652
000653,2,0,0,0,0,0,36,65120,652
000755,2,0,0,0,0,0,26,65140,652
000705,2,0,0,0,0,0,50,65066,651
000723,2,0,0,0,0,0,56,65060,651
000738,2,0,0,0,0,0,64,65012,651
001266,1,0,0,0,0,0,62,65128,652
000364,3,0,0,0,0,0,15,65041,651
000791,2,0,0,0,0,0,30,65146,652
000048,4,0,0,0,0,0,36,64860,649
000228,3,0,1,1,1,0,72,64994,650
000956,1,0,0,0,0,0,84,65044,651
000570,1,0,0,0,0,0,71,65107,652
000116,2,0,0,0,0,0,34,65176,652
000350,1,0,0,0,0,0,5,65371,654
000276,1,0,0,0,0,0,98,65029,651
001022,1,0,0,0,0,0,60,65110,652
000369,1,0,0,0,0,0,5,65371,654
001225,1,0,0,0,0,0,9,65367,654
000129,1,0,0,0,0,0,19,65317,654
000947,1,0,0,0,0,0,67,65092,651
000800,2,0,0,0,0,0,32,65134,652
000154,2,0,0,0,0,0,42,65107,652
001168,1,0,0,0,0,0,9,65367,654
000602,2,0,1,5,5,0,58,65144,652
000210,2,0,0,0,0,0,62,65034,651
001284,1,0,0,0,0,0,46,65200,652
000534,1,0,0,0,0,0,19,65317,654
000814,2,0,0,0,0,0,36,65100,651
000846,2,0,0,0,0,0,42,65094,651
001132,1,0,0,0,0,0,9,65367,654
000257,1,0,0,0,0,0,69,65115,652
000688,2,0,0,0,0,0,43,65073,651
001056,1,0,0,0,0,0,74,65040,651
000430,2,0,0,0,0,0,112,64815,649
000900,1,0,0,0,0,0,55,65111,652
000471,1,0,0,0,0,0,83,65033,651
000833,1,0,0,0,0,0,20,65326,654
000171,1,0,0,0,0,0,23,65303,654
000567,1,0,0,0,0,0,55,65148,652
001043,1,0,0,0,0,0,63,65086,651
000798,2,0,0,0,0,0,28,65146,652
001085,1,0,0,0,0,0,50,65144,652
000895,1,0,0,0,0,0,45,65156,652
001121,2,0,0,0,0,0,18,65198,652
000979,2,0,0,0,0,0,51,65125,652
000363,1,0,0,0,0,0,5,65371,654
000311,1,0,0,0,0,0,52,65149,652
000229,2,0,0,0,0,0,72,65004,651
000234,1,0,0,0,0,0,58,65163,652
001073,1,0,0,0,0,0,86,64992,650
000716,2,0,0,0,0,0,54,65052,651
001005,1,0,0,0,0,0,38,65144,652
001119,1,0,0,0,0,0,9,65367,654
001327,1,0,0,0,0,0,33,65243,653
000754,1,0,0,0,0,0,13,65333,654
000245,1,0,0,0,0,0,65,65116,652
000780,1,0,0,0,0,0,14,65332,654
000277,1,0,0,0,0,0,98,65029,651
001052,1,0,0,0,0,0,61,65112,652
000856,1,0,0,0,0,0,22,65314,654
000871,1,0,0,0,0,0,76,65030,651
000531,1,0,0,0,0,0,20,65326,654
000472,1,0,0,0,0,0,71,65107,652
000083,1,0,0,0,0,0,9,65367,654
000274,1,0,0,0,0,0,71,65134,652
000147,2,0,0,0,0,0,40,65116,652
000096,2,0,0,0,0,0,30,65136,652
000152,2,0,0,0,0,0,40,65116,652
001158,3,0,0,0,0,0,27,65029,651
000453,2,0,0,0,0,0,125,64754,648
000057,1,0,0,0,0,0,9,65367,654
000411,1,0,0,0,0,0,14,65332,654
000388,1,0,0,0,0,0,5,65371,654
000082,1,0,0,0,0,0,9,65367,654
000655,2,0,0,0,0,0,36,65100,651
000962,1,0,0,0,0,0,51,65136,652
001086,1,0,0,0,0,0,60,65129,652
000539,1,0,0,0,0,0,21,65315,654
000381,1,0,0,0,0,0,5,65371,654
000527,1,0,0,0,0,0,17,65319,654
000309,1,0,0,0,0,0,69,65115,652
000065,1,0,0,0,0,0,9,65367,654
000418,2,0,0,0,0,0,32,65124,652
000306,2,0,0,0,0,0,83,65033,651
000469,1,0,0,0,0,0,65,65145,652
000088,1,0,0,0,0,0,9,65367,654
001007,1,0,0,0,0,0,64,65089,651
000690,1,0,0,0,0,0,22,65304,654
000686,2,0,0,0,0,0,42,65054,651
000428,1,0,0,0,0,0,98,65029,651
000605,1,0,0,0,0,0,14,65309,654
001067,1,0,0,0,0,0,78,65012,651
001025,2,0,0,0,0,0,44,65130,652
001245,1,0,0,0,0,0,9,65367,654
001045,1,0,0,0,0,0,79,65048,651
000767,2,0,0,0,0,0,26,65140,652
000728,2,0,0,0,0,0,58,65038,651
001065,1,0,0,0,0,0,67,65092,651
000540,1,0,0,0,0,0,18,65328,654
000658,2,0,0,0,0,0,38,65098,651
000549,1,0,0,0,0,0,54,65177,652
000522,2,0,0,0,0,0,163,64638,647
000978,1,0,0,0,0,0,68,65074,651
000317,1,0,0,0,0,0,83,65033,651
000117,2,0,0,0,0,0,34,65102,652
000184,2,0,0,0,0,0,52,65064,651
000631,1,0,0,0,0,0,15,65341,654
000459,2,0,0,0,0,0,72,65083,651
000804,2,0,0,0,0,0,32,65114,652
000819,2,0,0,0,0,0,36,65110,652
001048,1,0,0,0,0,0,32,65160,652
000271,1,0,0,0,0,0,58,65144,652
000358,2,0,0,0,0,0,10,65206,653
000670,1,0,0,0,0,0,20,65326,654
000145,1,0,0,0,0,0,20,65356,654
000118,2,0,0,0,0,0,34,65122,652
000239,2,0,0,0,0,0,138,64684,647
000126,1,0,0,0,0,0,18,65328,654
000115,2,0,0,0,0,0,33,65113,652
001171,1,0,0,0,0,0,9,65367,654
000497,2,0,0,0,0,0,129,64734,648
000847,2,0,0,0,0,0,42,65074,651
000462,1,0,0,0,0,0,72,65083,651
000604,1,0,0,0,0,0,14,65309,654
000223,1,0,0,0,0,0,34,65212,653
000810,2,0,0,0,0,0,34,65112,652
000938,1,0,0,0,0,0,84,65044,651
000460,1,0,0,0,0,0,58,65147,652
001001,2,0,0,0,0,0,28,65198,652
001108,1,0,0,0,0,0,9,65367,654
000826,2,0,0,0,0,0,38,65108,652
001252,1,0,0,0,0,0,56,65176,652
000981,1,0,0,0,0,0,66,65071,651
000429,2,0,0,0,0,0,112,64816,649
001277,3,0,1,1,1,0,65,65116,652
001080,1,0,0,0,0,0,72,65063,651
000707,2,0,0,0,0,0,50,65076,651
000221,2,0,0,0,0,0,68,64988,650
000265,1,0,0,0,0,0,56,65176,652
000672,2,0,0,0,0,0,40,65106,652
000752,2,0,0,0,0,0,18,65198,652
000481,2,0,0,0,0,0,160,64621,647
000384,4,0,0,0,0,0,20,64876,649
000236,1,0,0,0,0,0,62,65128,652
000125,1,0,0,0,0,0,36,65120,652
000892,1,0,0,0,0,0,44,65130,652
000238,1,0,0,0,0,0,83,65033,651
000639,1,0,0,0,0,0,16,65330,654
000914,1,0,0,0,0,0,50,65144,652
000432,2,0,0,0,0,0,130,64716,648
000489,2,0,0,0,0,0,123,64753,648
000513,2,0,0,0,0,0,163,64609,647
000114,1,0,0,0,0,0,16,65330,654
000719,2,0,0,0,0,0,56,65054,651
000643,2,0,0,0,0,0,32,65137,652
000994,1,0,0,0,0,0,27,65159,652
000712,2,0,0,0,0,0,53,65094,651
000242,2,0,0,0,0,0,134,64675,647
001207,2,0,0,0,0,0,18,65198,652
000201,2,0,0,0,0,0,58,65038,651
001312,1,0,0,0,0,0,56,65176,652
000524,1,0,0,0,0,0,20,65326,654
000198,2,0,0,0,0,0,56,65060,651
000543,1,0,0,0,0,0,20,65306,654
000028,1,0,0,0,0,0,9,65367,654
001323,1,0,0,0,0,0,55,65169,652
000331,4,0,0,0,0,0,20,64876,649
000222,1,0,0,0,0,0,34,65282,653
000869,1,0,0,0,0,0,64,65099,651
000692,2,0,0,0,0,0,44,65082,651
000842,1,0,0,0,0,0,20,65326,654
000795,2,0,0,0,0,0,30,65211,653
001078,1,0,0,0,0,0,60,65096,651
000896,1,0,0,0,0,0,26,65196,652
000052,1,0,0,0,0,0,9,65367,654
001256,1,0,0,0,0,0,56,65176,652
000292,2,0,0,0,0,0,117,64771,648
000070,1,0,0,0,0,0,9,65367,654
000443,1,0,0,0,0,0,65,65174,652
000343,1,0,0,0,0,0,5,65371,654
000504,2,0,0,0,0,0,116,64829,649
000203,2,0,0,0,0,0,58,65038,651
000204,2,0,0,0,0,0,60,65016,651
000943,1,0,0,0,0,0,78,64997,650
000886,1,0,0,0,0,0,55,65111,652
000337,1,0,0,0,0,0,5,65371,654
000146,2,0,0,0,0,0,40,65116,652
000778,2,0,0,0,0,0,28,65128,652
001051,1,0,0,0,0,0,61,65108,652
000121,2,0,0,0,0,0,36,65100,651
000196,1,0,0,0,0,0,28,65298,653
000647,2,0,0,0,0,0,34,65126,652
001182,1,0,0,0,0,0,9,65393,654
000972,1,0,0,0,0,0,38,65159,652
000750,1,0,0,0,0,0,9,65367,654
000568,1,0,0,0,0,0,58,65147,652
000585,2,0,1,1,1,0,65,65116,652
000925,1,0,0,0,0,0,61,65142,652
001295,24,24,0,159,0,159,19,65317,654
000280,1,0,0,0,0,0,58,65163,652
000741,2,0,0,0,0,0,64,65022,651
000360,1,0,0,0,0,0,5,65408,655
000969,1,0,0,0,0,0,63,65086,651
000042,1,0,0,0,0,0,9,65367,654
000087,1,0,0,0,0,0,9,65367,654
000975,1,0,0,0,0,0,40,65150,652
000877,1,0,0,0,0,0,28,65198,652
000942,1,0,0,0,0,0,32,65156,652
000998,1,0,0,0,0,0,53,65128,652
000356,1,0,0,0,0,0,5,65371,654
000697,2,0,0,0,0,0,46,65060,651
000403,1,0,0,0,0,0,13,65333,654
000208,1,0,0,0,0,0,31,65275,653
000514,3,3,0,39,0,39,71,65107,652
000401,2,0,0,0,0,0,27,65179,652
000248,1,0,0,0,0,0,60,65139,652
000758,2,0,0,0,0,0,26,65150,652
001192,1,0,0,0,0,0,9,65367,654
001282,1,0,0,0,0,0,19,65297,653
000876,1,0,0,0,0,0,58,65130,652
000764,2,0,0,0,0,0,28,65197,652
000445,1,0,0,0,0,0,61,65137,652
000865,1,0,0,0,0,0,24,65341,654
000564,2,0,1,1,1,0,98,65029,651
000149,2,0,0,0,0,0,40,65106,652
000584,1,0,0,0,0,0,55,65148,652
001019,1,0,0,0,0,0,38,65203,653
001017,1,0,0,0,0,0,74,65040,651
000308,2,0,0,0,0,0,83,65033,651
001318,1,0,0,0,0,0,39,65225,653
000018,1,0,0,0,0,0,9,65367,654
000056,1,0,0,0,0,0,9,65367,654
000232,1,0,0,0,0,0,56,65175,652
000777,2,0,0,0,0,0,28,65148,652
000328,1,0,0,0,0,0,5,65371,654
001217,2,0,0,0,0,0,18,65198,652
001219,2,0,0,0,0,0,18,65198,652
000577,1,0,0,0,0,0,65,65145,652
000383,1,0,0,0,0,0,5,65371,654
001276,1,0,0,0,0,0,58,65147,652
000929,1,0,0,0,0,0,44,65125,652
000354,1,0,0,0,0,0,5,65371,654
000029,1,0,0,0,0,0,9,65367,654
001118,1,0,0,0,0,0,9,65367,654
000006,1,0,0,0,0,0,9,65367,654
000105,2,0,0,0,0,0,28,65146,652
000486,1,0,0,0,0,0,80,65073,651
000074,1,0,0,0,0,0,9,65367,654
000275,1,0,0,0,0,0,83,65033,651
001189,1,0,0,0,0,0,9,65367,654
000612,1,0,0,0,0,0,15,65300,653
000008,3,0,0,0,0,0,27,65029,651
001093,2,0,0,0,0,0,55,65111,652
000034,1,0,0,0,0,0,9,65367,654
000949,1,0,0,0,0,0,40,65213,653
000039,1,0,0,0,0,0,9,65380,654
001138,2,0,0,0,0,0,18,65198,652
000677,2,0,0,0,0,0,40,65106,652
001198,3,0,0,0,0,0,27,65029,651
000696,2,0,0,0,0,0,46,65060,651
001230,3,0,0,0,0,0,27,65029,651
000590,1,0,0,0,0,0,80,65073,651
001243,2,0,0,0,0,0,18,65315,654
000323,2,0,0,0,0,0,124,64794,648
001032,1,0,0,0,0,0,88,64985,650
000488,1,0,0,0,0,0,46,65200,652
000413,2,0,0,0,0,0,29,65117,652
000700,2,0,0,0,0,0,48,65088,651
000854,1,0,0,0,0,0,22,65314,654
000217,2,0,0,0,0,0,64,65022,651
000101,2,0,0,0,0,0,30,65146,652
000518,2,0,0,0,0,0,129,64715,648
000578,1,0,0,0,0,0,80,65073,651
000950,1,0,0,0,0,0,41,65145,652
000031,2,0,0,0,0,0,18,65198,652
000888,1,0,0,0,0,0,44,65149,652
000256,2,0,0,0,0,0,124,64771,648
000419,1,0,0,0,0,0,33,65150,652
000035,1,0,0,0,0,0,9,65367,654
000872,1,0,0,0,0,0,79,65048,651
001147,1,0,0,0,0,0,9,65367,654
001033,1,0,0,0,0,0,35,65171,652
000991,1,0,0,0,0,0,47,65124,652
001113,1,0,0,0,0,0,9,65367,654
000884,1,0,0,0,0,0,35,65171,652
001292,1,0,0,0,0,0,12,65334,654
000235,1,0,0,0,0,0,80,65073,651
000185,2,0,0,0,0,0,52,65054,651
000404,2,0,0,0,0,0,32,65134,652
001071,1,0,0,0,0,0,47,65124,652
000340,1,0,0,0,0,0,5,65371,654
000387,1,0,0,0,0,0,5,65371,654
000990,1,0,0,0,0,0,47,65124,652
000254,2,0,0,0,0,0,131,64707,648
000953,2,0,0,0,0,0,86,64992,650
000770,1,0,0,0,0,0,13,65343,654
000241,2,0,0,0,0,0,117,64758,648
000559,1,0,0,0,0,0,54,65177,652
000357,1,0,0,0,0,0,5,65371,654
000905,1,0,0,0,0,0,75,65052,651
000068,2,0,0,0,0,0,18,65198,652
000097,2,0,0,0,0,0,30,65136,652
000108,1,0,0,0,0,0,16,65340,654
000618,1,0,0,0,0,0,14,65309,654
000982,1,0,0,0,0,0,108,64992,650
000743,2,0,0,0,0,0,66,65000,650
000279,1,0,0,0,0,0,58,65144,652
000824,2,0,0,0,0,0,38,65098,651
001058,1,0,0,0,0,0,61,65108,652
000681,2,0,0,0,0,0,42,65107,652
001196,1,0,0,0,0,0,9,65367,654
001275,1,0,0,0,0,0,54,65177,652
000760,2,0,0,0,0,0,26,65180,652
000089,2,0,0,0,0,0,18,65198,652
000054,3,0,0,0,0,0,27,65029,651
000624,2,0,0,0,0,0,30,65136,652
000987,1,0,0,0,0,0,26,65196,652
001179,1,0,0,0,0,0,9,65367,654
000338,1,0,0,0,0,0,5,65371,654
000206,2,0,0,0,0,0,60,65036,651
000177,2,0,0,0,0,0,50,65056,651
000565,2,0,0,2,0,0,65,65116,652
001134,1,0,0,0,0,0,9,65393,654
000130,2,0,0,0,0,0,38,65088,651
000952,1,0,0,0,0,0,50,65141,652
001082,1,0,0,0,0,0,82,65047,651
000136,2,0,0,0,0,0,38,65098,651
000551,1,0,0,0,0,0,56,65176,652
000288,1,0,0,0,0,0,58,65144,652
000619,1,0,0,0,0,0,14,65342,654
000852,2,0,0,0,0,0,42,65054,651
001165,1,0,0,0,0,0,9,65367,654
000321,2,0,0,0,0,0,115,64779,648
001231,1,0,0,0,0,0,9,65367,654
000501,2,0,0,0,0,0,113,64775,648
000393,1,0,0,0,0,0,5,65371,654
000372,2,0,0,0,0,0,10,65206,653
000512,2,0,0,0,0,0,132,64686,647
000424,3,0,0,0,0,0,141,64644,647
001211,1,0,0,0,0,0,9,65367,654
000977,1,0,0,0,0,0,44,65125,652
000580,1,0,0,0,0,0,58,65147,652
000626,2,0,0,0,0,0,30,65136,652
000218,2,0,0,0,0,0,66,65010,651
000451,2,0,0,0,0,0,135,64782,648
000566,1,0,0,0,0,0,56,65176,652
000165,2,0,0,0,0,0,44,65082,651
000964,1,0,0,0,0,0,60,65096,651
000407,2,0,0,0,0,0,26,65168,652
000517,1,0,0,0,0,0,58,65147,652
000572,1,0,0,0,0,0,54,65177,652
001027,1,0,0,0,0,0,53,65128,652
001106,1,0,0,0,0,0,9,65367,654
000662,2,0,0,0,0,0,38,65108,652
000102,1,0,0,0,0,0,15,65341,654
000776,2,0,0,0,0,0,28,65138,652
000160,2,0,0,0,0,0,42,65054,651
000072,1,0,0,0,0,0,9,65367,654
001062,1,0,0,0,0,0,57,65098,651
000899,1,0,0,0,0,0,46,65107,652
001091,1,0,0,0,0,0,82,65047,651
000024,1,0,0,0,0,0,9,65367,654
000304,1,0,0,0,0,0,55,65148,652
000753,1,0,0,0,0,0,13,65343,654
000594,1,0,0,0,0,0,55,65148,652
000769,1,0,0,0,0,0,13,65343,654
000464,1,0,0,0,0,0,58,65163,652
000044,1,0,0,0,0,0,9,65367,654
000007,1,0,0,0,0,0,9,65367,654
000438,2,0,0,0,0,0,120,64755,648
001313,1,0,0,0,0,0,58,65163,652
000069,3,0,0,0,0,0,27,65029,651
001187,1,0,0,0,0,0,9,65367,654
000993,1,0,0,0,0,0,52,65125,652
000161,2,0,0,0,0,0,42,65054,651
000505,1,0,0,0,0,0,70,65130,652
001290,1,0,0,0,0,0,19,65285,653
000546,1,0,0,0,0,0,46,65200,652
000258,2,0,0,0,0,0,136,64687,647
001064,1,0,0,0,0,0,75,65049,651
001228,1,0,0,0,0,0,9,65367,654
001115,1,0,0,0,0,0,9,65367,654
000674,2,0,0,0,0,0,40,65116,652
001293,1,0,0,0,0,0,56,65175,652
001269,1,0,0,0,0,0,61,65137,652
001172,1,0,0,0,0,0,9,65367,654
001247,1,0,0,0,0,0,9,65367,654
000667,2,0,0,0,0,0,40,65106,652
000641,2,0,0,0,0,0,32,65124,652
000172,2,0,0,0,0,0,47,65079,651
000503,2,0,0,0,0,0,113,64759,648
000181,2,0,0,0,0,0,50,65046,651
000726,2,0,0,0,0,0,58,65038,651
000033,1,0,0,0,0,0,9,65367,654
000437,1,0,0,0,0,0,83,65033,651
001263,1,0,0,0,0,0,98,65029,651
000989,1,0,0,0,0,0,41,65157,652
000376,1,0,0,0,0,0,5,65371,654
000959,1,0,0,0,0,0,44,65130,652
000491,2,0,0,0,0,0,136,64687,647
001090,1,0,0,0,0,0,60,65096,651
000530,1,0,0,0,0,0,20,65306,654
001104,1,0,0,0,0,0,40,65150,652
000796,1,0,0,0,0,0,15,65341,654
000290,1,0,0,0,0,0,60,65139,652
000179,2,0,0,0,0,0,50,65056,651
000868,2,0,0,0,0,0,48,65048,651
000264,1,0,0,0,0,0,58,65144,652
000327,1,0,0,0,0,0,5,65371,654
000657,2,0,0,0,0,0,38,65098,651
000442,2,0,0,0,0,0,110,64760,648
001035,1,0,0,0,0,0,32,65156,652
001136,1,0,0,0,0,0,9,65367,654
000251,1,0,0,0,0,0,71,65107,652
000342,4,0,0,0,0,0,20,64926,650
000098,1,0,0,0,0,0,15,65341,654
001166,1,0,0,0,0,0,9,65367,654
000829,1,0,0,0,0,0,19,65327,654
001049,1,0,0,0,0,0,40,65150,652
000104,2,0,0,0,0,0,30,65146,652
000402,1,0,0,0,0,0,12,65334,654
000339,3,0,0,0,0,0,15,65041,651
000427,1,0,0,0,0,0,65,65145,652
000078,1,0,0,0,0,0,9,65419,655
001014,1,0,0,0,0,0,64,65128,652
000139,2,0,0,0,0,0,38,65118,652
001152,1,0,0,0,0,0,9,65367,654
000479,1,0,0,0,0,0,58,65144,652
000175,1,0,0,0,0,0,24,65302,654
000435,2,0,0,0,0,0,120,64739,648
