image_id,target_pixels,target_multiscale_support_ratio,target_scale_var_mean,far_bg_pixels,far_bg_high_conf_pixels,far_bg_high_conf_scale_var_mean,single_scale_high_bg_ratio,easy_bg_scale_var_mean
001186,18,0.9444444444444444,0.1440436840057373,65198,5,0.17260751128196716,7.668946900211663e-05,2.8252888917279506e-09
000197,56,0.8928571428571429,0.05849656090140343,65119,3,0.17992448806762695,4.606950352431702e-05,3.4348047961429984e-08
000811,34,0.9705882352941176,0.02986658364534378,65115,18,0.15723416209220886,0.00027643400138217003,7.133923229929451e-09
000601,58,1.0,0.0696386843919754,65236,47,0.18687328696250916,0.0007204610951008645,1.6475445008268252e-08
001040,66,0.9848484848484849,0.026457617059350014,65072,5,0.0559275858104229,7.683796410130317e-05,3.7214276105146382e-09
000735,31,0.8387096774193549,0.11920672655105591,65285,0,0.0,0.0,5.0616490030385916e-14
001029,78,0.9871794871794872,0.007088530343025923,64997,0,0.0,0.0,8.610856710826453e-13
000623,15,0.9333333333333333,0.22383297979831696,65341,0,0.0,0.0,2.7417575588356558e-12
000436,58,1.0,0.011410322040319443,65147,17,0.1590999811887741,0.0002609483168833561,2.838642210178932e-08
001242,36,0.9722222222222222,0.13675695657730103,64860,9,0.15663030743598938,0.0001387604070305273,8.981808186092621e-09
000813,36,0.8888888888888888,0.10384193062782288,65184,1,0.1857079565525055,1.5341188021600392e-05,4.030841882496361e-09
000493,136,0.9779411764705882,0.023861506953835487,64716,0,0.0,0.0,1.7382667749643588e-08
001053,44,1.0,0.0063096522353589535,65149,0,0.0,0.0,2.582462679302528e-14
000410,24,0.9583333333333334,0.12364306300878525,65142,0,0.0,0.0,1.2792627200608475e-12
000936,34,0.9705882352941176,0.056337084621191025,65150,0,0.0,0.0,1.9352369268991077e-15
000473,52,1.0,0.03537861257791519,65149,9,0.18364867568016052,0.00013814486791815684,1.0300824637710093e-09
000478,139,0.9856115107913669,0.011851911433041096,64709,0,0.0,0.0,1.7551853304098586e-08
000458,69,1.0,0.003633372951298952,65115,15,0.15166479349136353,0.000230361667818475,1.1199969840447466e-08
000709,52,0.9615384615384616,0.14517906308174133,65135,6,0.1659037470817566,9.211637368542258e-05,4.624124694263543e-10
001307,20,1.0,0.051142238080501556,65285,11,0.1363113522529602,0.00016849199663016007,3.305799731179171e-11
000781,28,1.0,0.08422629535198212,65128,0,0.0,0.0,5.317044027286499e-10
001023,46,1.0,0.009477837942540646,65135,25,0.16995641589164734,0.00038381822368926076,1.1825370904716692e-08
001004,75,0.9733333333333334,0.01944144442677498,65049,5,0.141440287232399,7.68651324386232e-05,7.391304013282252e-09
000359,5,1.0,0.24259507656097412,65371,0,0.0,0.0,1.4940585457722845e-15
000287,72,1.0,0.014343349263072014,65083,14,0.10937199741601944,0.0002151099365425687,1.7633153603924256e-08
000482,80,1.0,0.012754330411553383,65073,17,0.14714188873767853,0.00026124506323667264,1.490583301233528e-08
000941,61,0.9508196721311475,0.05305587872862816,65112,51,0.18037626147270203,0.000783265757464062,2.202006044171867e-08
000067,9,1.0,0.20030739903450012,65367,5,0.10846126079559326,7.649119586335613e-05,3.931484471308977e-09
000284,80,0.9625,0.03205546364188194,65073,2,0.1870470494031906,3.073471332196149e-05,4.716429612312834e-13
000447,72,1.0,0.00835058931261301,65083,8,0.10333643853664398,0.0001229199637386107,3.819716987152333e-09
000894,63,0.9841269841269841,0.01777535490691662,65086,0,0.0,0.0,3.2426710205868403e-09
000163,44,1.0,0.07475700229406357,65092,7,0.17145217955112457,0.0001075400970933448,6.2137126555228406e-09
000059,36,1.0,0.1287965029478073,64860,7,0.16707590222358704,0.00010792476102374345,4.622076499316563e-09
001222,9,1.0,0.18281005322933197,65367,0,0.0,0.0,1.2220462814425959e-13
000945,39,1.0,0.006357990670949221,65167,0,0.0,0.0,6.065191682225191e-10
000446,58,1.0,0.03269370645284653,65163,9,0.16119928658008575,0.00013811518806684775,3.4680922578189666e-09
000193,56,0.9642857142857143,0.02626909129321575,65050,20,0.1628127098083496,0.00030745580322828596,9.454335980763062e-09
000746,68,0.9558823529411765,0.09809312224388123,64958,9,0.16644684970378876,0.00013855106376427847,9.561015978931664e-09
000733,61,0.9672131147540983,0.03707735985517502,65025,0,0.0,0.0,9.153655056159948e-10
000621,28,0.7857142857142857,0.08392637968063354,65148,29,0.16572807729244232,0.00044514029594154846,1.3024004097417219e-08
001131,36,0.9722222222222222,0.13902133703231812,64860,0,0.0,0.0,1.0112968240605369e-09
000085,9,1.0,3.9836407950133434e-07,65367,31,0.1673949807882309,0.000474245414352808,1.3456049607896148e-08
000064,9,1.0,0.16182993352413177,65406,3,0.18472199141979218,4.586735161911751e-05,6.8248167534035176e-12
000312,69,0.927536231884058,0.07737262547016144,65115,10,0.1379702389240265,0.00015357444521231668,1.4110382196008686e-08
000213,63,0.9841269841269841,0.026892133057117462,65023,29,0.17617493867874146,0.00044599603217323103,5.591164420337691e-09
001297,80,0.975,0.038357000797986984,65073,24,0.17220382392406464,0.00036881655986353785,1.9032425413456622e-08
001039,38,0.9210526315789473,0.06788621842861176,65144,0,0.0,0.0,4.021196272861185e-16
000066,9,1.0,0.2012171596288681,65380,0,0.0,0.0,1.4836026916620386e-16
000002,9,0.8888888888888888,0.22053900361061096,65367,1,0.1087103933095932,1.5298239172671226e-05,9.841450571146382e-11
000843,40,0.9,0.05985385924577713,65106,5,0.14482295513153076,7.679783737289958e-05,2.222397821327604e-09
000659,38,0.9210526315789473,0.048982858657836914,65108,24,0.14305973052978516,0.00036861829575474597,8.371190851619303e-09
000298,124,0.9838709677419355,0.05153685435652733,64727,14,0.17039836943149567,0.00021629304617856536,1.978328256768691e-08
000227,70,0.4,0.020589767023921013,64976,0,0.0,0.0,1.1390259395394065e-12
000951,57,1.0,0.026350993663072586,65098,59,0.17705683410167694,0.0009063258471842453,1.3983076918577808e-08
000299,83,1.0,0.026307540014386177,65092,30,0.17433390021324158,0.00046088613040004914,1.2268713156515787e-08
000937,60,1.0,0.042782261967659,65099,0,0.0,0.0,1.5694428867618626e-08
000547,65,0.9846153846153847,0.08685357123613358,65213,20,0.17928341031074524,0.0003066873169460077,2.84572765352209e-09
000948,53,1.0,0.0057415287010371685,65128,0,0.0,0.0,4.660754004959244e-09
000859,46,0.9565217391304348,0.04520871862769127,65066,4,0.14467225968837738,6.147603971352166e-05,1.736085941672627e-08
000058,9,1.0,0.019646167755126953,65367,76,0.16696828603744507,0.0011626661771230132,2.399992204971113e-08
000422,12,1.0,0.014872495085000992,65344,4,0.15818683803081512,6.121449559255632e-05,7.084020925418599e-09
001140,9,1.0,0.001247888314537704,65367,7,0.16578862071037292,0.00010708767420869858,6.322996348728793e-09
000873,78,1.0,0.04809630662202835,65012,64,0.16501319408416748,0.0009844336430197501,1.7782587846681963e-08
001249,62,1.0,0.010835845023393631,65128,6,0.15790672600269318,9.212627441346272e-05,1.2094817591901119e-08
000822,38,0.8947368421052632,0.07069144397974014,65108,0,0.0,0.0,2.9957442082562125e-10
000745,68,0.8823529411764706,0.07640697807073593,64988,41,0.16424325108528137,0.0006308857019757494,6.720581424701777e-09
000609,14,0.9285714285714286,0.027061251923441887,65312,0,0.0,0.0,6.904945501007634e-14
000881,108,0.9722222222222222,0.032793957740068436,64992,0,0.0,0.0,1.3143172014528563e-15
001271,80,0.975,0.02862168475985527,65073,0,0.0,0.0,7.1428303272114135e-09
000851,42,0.9761904761904762,0.043681468814611435,65054,2,0.07275734841823578,3.074368985765672e-05,7.584076477940016e-09
000848,42,0.9285714285714286,0.05093856528401375,65084,19,0.16121627390384674,0.0002919304283694917,3.159947636888205e-09
001016,86,0.9767441860465116,0.012845683842897415,64992,0,0.0,0.0,4.865731706438226e-10
001100,83,0.9759036144578314,0.019809521734714508,64998,10,0.16050586104393005,0.00015385088771962215,5.796407798186465e-09
000004,9,0.8888888888888888,0.22526274621486664,65367,3,0.1498849242925644,4.589471751801368e-05,9.921331534101796e-10
001208,9,1.0,0.117452472448349,65367,0,0.0,0.0,2.1427268058727908e-16
000099,30,0.5,0.011796737089753151,65146,2,0.07804478704929352,3.070027323243177e-05,5.2429549590726765e-09
000073,9,0.8888888888888888,0.14263199269771576,65367,0,0.0,0.0,1.4318101283598839e-13
000049,9,1.0,0.05770392715930939,65367,0,0.0,0.0,1.0146131219126433e-15
000158,42,0.8809523809523809,0.12873871624469757,65074,0,0.0,0.0,8.497043129870874e-13
001279,35,1.0,0.013275890611112118,65229,0,0.0,0.0,3.023910982724587e-12
000063,9,1.0,0.2190893441438675,65367,0,0.0,0.0,1.3283428176857903e-11
001181,9,1.0,0.1587422490119934,65367,0,0.0,0.0,1.4761347992127915e-15
000515,131,0.9236641221374046,0.0543842539191246,64731,34,0.14855951070785522,0.0005252506527011787,2.713206548321523e-08
001054,79,1.0,0.014466541819274426,65048,0,0.0,0.0,3.506163068212054e-11
000844,40,0.95,0.1112390011548996,65116,0,0.0,0.0,5.888701970491184e-09
001177,27,1.0,0.1728353351354599,65029,0,0.0,0.0,7.630650465336765e-15
000934,41,0.9512195121951219,0.04126101732254028,65145,0,0.0,0.0,1.2984919366685384e-14
000663,38,0.868421052631579,0.07636922597885132,65118,1,0.10485035926103592,1.5356737000522127e-05,8.750594138184908e-10
000841,40,1.0,0.15074566006660461,65106,0,0.0,0.0,9.712192161615008e-10
000205,60,0.9333333333333333,0.0489649698138237,65069,13,0.15208835899829865,0.00019978791744148518,4.416151444530669e-09
000911,45,0.9555555555555556,0.011619684286415577,65135,27,0.1752396821975708,0.00041452368158440163,1.7456878609323212e-08
000211,62,1.0,0.03831294924020767,65024,3,0.08465874940156937,4.6136811023622047e-05,2.833044909777982e-09
000267,126,0.9603174603174603,0.057586006820201874,64717,0,0.0,0.0,3.5199843040345513e-09
000379,5,0.8,0.16167429089546204,65371,0,0.0,0.0,1.646669848307631e-15
000168,46,0.9565217391304348,0.057147424668073654,65089,10,0.18735156953334808,0.00015363579099386993,8.785575822400915e-09
000301,65,0.9846153846153847,0.021648285910487175,65145,26,0.1567983478307724,0.00039910967840970144,1.488634193691496e-08
001061,63,0.9682539682539683,0.017706386744976044,65086,31,0.15321674942970276,0.0004762929047721476,1.1966141855168644e-08
001299,71,1.0,0.019702594727277756,65107,0,0.0,0.0,8.036305128300558e-12
000818,18,1.0,0.1362057775259018,65318,0,0.0,0.0,3.331176307019845e-11
001070,55,0.9818181818181818,0.07022495567798615,65111,0,0.0,0.0,5.81427874596363e-12
001305,16,0.9375,0.03753765672445297,65299,0,0.0,0.0,4.0047445107453423e-16
001095,44,1.0,0.0015796509105712175,65149,43,0.17964334785938263,0.000660025480053416,4.2982284398362935e-09
000695,23,0.9565217391304348,0.06162745878100395,65293,51,0.16071303188800812,0.0006432542539016433,2.9310168514484758e-08
000375,10,1.0,0.18978717923164368,65206,0,0.0,0.0,1.7222629436963385e-14
000061,36,0.9722222222222222,0.13003572821617126,64860,6,0.12589478492736816,9.250693802035152e-05,6.04127547987332e-09
000669,40,1.0,0.06270341575145721,65066,34,0.17236357927322388,0.000522546337564934,2.722731373694387e-08
000325,15,0.8666666666666667,0.19381308555603027,65041,11,0.1541314274072647,0.0001691240909580111,2.6442503742174495e-10
000864,46,0.8043478260869565,0.07095421105623245,65091,21,0.13795630633831024,0.0003226252477301009,7.072227958815347e-08
000174,48,0.9791666666666666,0.07190331071615219,65088,16,0.16689492762088776,0.0002458210422812193,9.12729891666686e-09
000347,5,1.0,0.20731095969676971,65371,0,0.0,0.0,1.480998038879452e-15
000748,70,0.9857142857142858,0.04519357904791832,65047,15,0.17380517721176147,0.00023060248743216443,1.7625303883050947e-08
000946,78,1.0,0.04841785505414009,65033,7,0.15592792630195618,0.000107637660879861,1.7034773591717567e-08
001274,58,1.0,0.008847353979945183,65147,0,0.0,0.0,5.735205366175222e-11
001059,50,1.0,0.058237992227077484,65141,4,0.1282566785812378,6.140525936046423e-05,9.823169833111933e-09
000253,55,1.0,0.017310282215476036,65148,33,0.1529584676027298,0.0005065389574507276,2.3151114802999473e-08
000679,40,0.85,0.062146782875061035,65116,74,0.13666056096553802,0.0009214325204250875,4.202735226499499e-08
001041,61,1.0,0.04304749518632889,65108,14,0.14399729669094086,0.00021502733919026847,1.8066241835867913e-08
000999,73,0.9452054794520548,0.048217564821243286,65063,19,0.18483451008796692,0.00029202465302860303,6.922178941159984e-10
000794,15,0.9333333333333333,0.1419299691915512,65341,0,0.0,0.0,7.659735882679583e-15
000576,54,0.9814814814814815,0.026729891076683998,65177,0,0.0,0.0,9.235089137860086e-09
001094,66,0.9848484848484849,0.008269756101071835,65071,25,0.17669032514095306,0.00038419572466997587,7.828222514660865e-09
000635,28,0.8928571428571429,0.07128139585256577,65146,2,0.1497507244348526,3.070027323243177e-05,5.163218741444098e-09
000825,19,1.0,0.06375648826360703,65317,0,0.0,0.0,4.200709918800172e-11
000013,18,0.5,0.06914615631103516,65198,8,0.15892621874809265,0.0001227031504033866,1.3725860725788408e-10
000627,30,1.0,0.05251947417855263,65136,10,0.1703180968761444,0.00015352493244902973,3.71410319166543e-10
000487,65,1.0,0.0044418941251933575,65116,10,0.1573953479528427,0.0001535720867375146,1.5388168961294468e-08
001201,9,1.0,0.05987878143787384,65367,1,0.051956452429294586,1.5298239172671226e-05,8.107424176451161e-10
000457,145,0.9793103448275862,0.02687903493642807,64737,13,0.1821422278881073,0.0002008125183434512,3.3290429968246826e-08
000916,75,1.0,0.03626708313822746,65071,0,0.0,0.0,9.408951395784015e-10
000030,9,1.0,0.17255926132202148,65367,0,0.0,0.0,2.307449461944012e-15
000109,32,1.0,0.026504531502723694,65134,25,0.1443779021501541,0.00038382411643688396,1.021908513365588e-08
000693,23,0.9130434782608695,0.042747318744659424,65303,0,0.0,0.0,5.435769564500481e-15
000183,51,0.9411764705882353,0.06035841256380081,65045,0,0.0,0.0,3.5925906693989873e-09
000467,104,0.9615384615384616,0.03367328643798828,64808,0,0.0,0.0,6.9127938928659205e-09
001164,9,0.8888888888888888,0.19563047587871552,65393,0,0.0,0.0,2.6115737350451695e-10
001258,54,0.9814814814814815,0.04512161761522293,65177,7,0.13595785200595856,0.0001073998496402105,4.417591625838213e-09
000970,61,1.0,0.020920690149068832,65108,32,0.17039775848388672,0.000491491061006328,1.5477645831651898e-08
000263,62,0.967741935483871,0.02247823029756546,65128,5,0.1749715358018875,7.677189534455227e-05,1.3087303463166222e-09
000858,45,0.8444444444444444,0.09429984539747238,65081,46,0.1676378697156906,0.0007068115118083619,7.897291154357333e-11
000668,40,0.85,0.12991619110107422,65116,6,0.12591738998889923,9.214325204250876e-05,3.6960385862983003e-09
000526,33,1.0,0.06311453878879547,65273,2,0.15000128746032715,3.064054049913441e-05,4.06065875369066e-10
000736,62,0.9516129032258065,0.08938876539468765,65024,9,0.15794062614440918,0.00013841043307086614,1.0333302213894058e-08
001146,9,1.0,0.18468740582466125,65367,0,0.0,0.0,2.9052476231499445e-15
000247,98,0.9795918367346939,0.02420765534043312,65029,1,0.14476162195205688,1.5377754540282027e-05,1.1639708086264022e-09
000367,5,1.0,0.1591031849384308,65371,0,0.0,0.0,1.7194481896851414e-15
000050,9,1.0,0.19516628980636597,65367,0,0.0,0.0,4.0513236466082443e-16
000773,26,1.0,0.06239313259720802,65150,37,0.17527708411216736,0.0005679201841903301,3.240661783365795e-08
000318,56,1.0,0.0063844239339232445,65175,2,0.11522787064313889,3.0686612965093976e-05,1.3720066860400948e-08
001163,9,1.0,0.18153423070907593,65367,0,0.0,0.0,2.6524436520200837e-15
001159,9,1.0,0.0840824618935585,65367,0,0.0,0.0,1.0577141376297283e-12
001306,12,1.0,0.1712610274553299,65334,6,0.18354380130767822,9.18357975939021e-05,6.434414778766495e-09
001310,13,0.8461538461538461,0.09271366149187088,65319,7,0.13345208764076233,0.00010716636813178402,9.802660905222638e-09
000571,80,0.9875,0.006624355912208557,65073,23,0.16325189173221588,0.00035344920320255714,4.173403400642428e-09
001031,73,0.9726027397260274,0.06279373914003372,65063,48,0.1774628907442093,0.000737746491861734,3.6116626356275106e-10
000461,56,0.9821428571428571,0.03616634011268616,65175,0,0.0,0.0,5.756708654149241e-15
000652,35,0.8857142857142857,0.16043035686016083,65120,0,0.0,0.0,9.275971307796775e-15
000444,149,1.0,0.025387102738022804,64652,0,0.0,0.0,4.660834565517469e-11
001194,9,1.0,0.18283118307590485,65367,0,0.0,0.0,9.657019322923828e-17
001156,9,1.0,0.12449346482753754,65406,0,0.0,0.0,5.307759565198467e-09
000014,9,1.0,0.17078210413455963,65367,0,0.0,0.0,5.643195545426206e-16
000250,83,0.9879518072289156,0.029855022206902504,65033,2,0.16684243083000183,3.0753617394246e-05,3.025196537720376e-09
000134,38,0.7368421052631579,0.11446390300989151,65178,0,0.0,0.0,1.7502352962189935e-15
001301,65,1.0,0.025251686573028564,65116,0,0.0,0.0,8.147823561677203e-12
000768,26,0.9615384615384616,0.09592621773481369,65200,19,0.1687021702528,0.00029141104294478525,1.8309329052890178e-10
000823,38,0.868421052631579,0.07851413637399673,65108,0,0.0,0.0,4.567798979229591e-14
000040,9,1.0,0.003277967218309641,65367,43,0.18414686620235443,0.0006578242844248627,7.0934182971882365e-09
000891,47,1.0,0.017945876345038414,65124,84,0.17388100922107697,0.0012898470609913396,1.3243720786704216e-08
000561,62,0.9516129032258065,0.036743950098752975,65128,1,0.1852303445339203,1.5354379068910453e-05,7.087908038272417e-11
001200,9,1.0,0.23414240777492523,65367,0,0.0,0.0,1.8978102422906318e-10
001233,9,1.0,0.14349539577960968,65367,0,0.0,0.0,8.524725250789317e-14
000119,34,0.9411764705882353,0.023795466870069504,65112,35,0.17895150184631348,0.0005375353237498464,1.1128827637207905e-08
001324,32,1.0,0.021917017176747322,65231,0,0.0,0.0,2.9582257223524384e-15
000793,15,1.0,0.19451938569545746,65406,0,0.0,0.0,1.498520927096657e-15
000293,80,0.9875,0.018103260546922684,65073,8,0.1534503847360611,0.00012293885328784596,1.9632873105024373e-08
000143,40,0.975,0.0737653523683548,65106,0,0.0,0.0,1.0567777763981212e-08
001011,75,1.0,0.010585915297269821,65049,55,0.15700343251228333,0.0008455164568248551,8.151564756531116e-09
000834,40,1.0,0.039246853440999985,65066,0,0.0,0.0,7.152656800180068e-10
000095,14,0.9285714285714286,0.015070775523781776,65342,0,0.0,0.0,3.5376703736572646e-14
000017,9,1.0,0.05780893564224243,65367,3,0.12398926168680191,4.589471751801368e-05,4.078430371201591e-10
001116,18,0.9444444444444444,0.1570165753364563,65198,0,0.0,0.0,7.297210058432313e-10
000653,36,1.0,0.04337591305375099,65120,1,0.13173098862171173,1.5356265356265356e-05,1.2866248344511888e-10
000755,26,0.7692307692307693,0.13211780786514282,65140,13,0.15655043721199036,0.00019957015658581516,1.050546671876873e-08
000705,50,1.0,0.062132205814123154,65066,6,0.18109887838363647,9.221405957028249e-05,6.65967636592768e-09
000723,56,0.9821428571428571,0.03566903620958328,65060,31,0.16626720130443573,0.0004764832462342453,2.7589082129964027e-09
000738,64,0.9375,0.08588411659002304,65012,12,0.16670413315296173,0.00018458130806620315,1.999404863894938e-09
001266,62,0.967741935483871,0.04375234246253967,65128,2,0.18523085117340088,3.0708758137820905e-05,4.557579313946292e-11
000364,15,0.9333333333333333,0.20811457931995392,65041,1,0.1662181317806244,1.537491735981919e-05,1.5635538653732683e-12
000791,30,0.8,0.12527449429035187,65146,0,0.0,0.0,6.408065744700764e-10
000048,36,1.0,0.13207592070102692,64860,21,0.17928247153759003,0.00032377428307123034,1.116157122282857e-08
000228,72,0.9722222222222222,0.07687348872423172,64994,6,0.1824997067451477,9.231621380435116e-05,6.510001870907445e-09
000956,84,1.0,0.024666229262948036,65044,7,0.17836418747901917,0.00010761945759793371,2.7051394457799915e-09
000570,71,0.971830985915493,0.03208332508802414,65107,4,0.14026930928230286,6.143732624756171e-05,1.2167955532049746e-08
000116,34,0.8823529411764706,0.1490066945552826,65176,1,0.11596445739269257,1.5343071069105193e-05,5.637428718285875e-11
000350,5,1.0,0.07439638674259186,65371,8,0.18488427996635437,0.00012237842468372826,2.0433423841836884e-09
000276,98,1.0,0.028273601084947586,65029,3,0.14964258670806885,4.613326362084609e-05,5.512216461056596e-09
001022,60,0.9833333333333333,0.08741249889135361,65110,0,0.0,0.0,2.2399128992572903e-12
000369,5,1.0,0.13015088438987732,65371,0,0.0,0.0,6.48666843437902e-14
001225,9,1.0,0.0433892160654068,65367,0,0.0,0.0,1.2135602852486604e-12
000129,19,0.6842105263157895,0.09621773660182953,65317,3,0.1662764698266983,4.5929849809391124e-05,8.832435338668176e-10
000947,67,0.9701492537313433,0.017351539805531502,65092,19,0.18070203065872192,0.0002918945492533645,1.4805813464136008e-08
000800,32,0.96875,0.1160195916891098,65134,25,0.1709829568862915,0.00038382411643688396,3.087116562383585e-09
000154,42,0.9761904761904762,0.17032867670059204,65107,0,0.0,0.0,7.562784491536856e-15
001168,9,0.8888888888888888,0.21685871481895447,65367,1,0.18248845636844635,1.5298239172671226e-05,4.085197069514379e-09
000602,58,0.9310344827586207,0.03348173201084137,65144,12,0.18681609630584717,0.00018420729460886652,8.784800442640517e-09
000210,62,0.9193548387096774,0.07523788511753082,65034,8,0.16727344691753387,0.0001230125780361042,4.361912608885632e-09
001284,46,1.0,0.03186478465795517,65200,10,0.1784239560365677,0.00015337423312883436,4.0861376504608415e-09
000534,19,1.0,0.030619103461503983,65317,0,0.0,0.0,2.3571320947619184e-14
000814,36,0.9722222222222222,0.09851803630590439,65100,1,0.16629037261009216,1.5360983102918587e-05,6.991011658463719e-10
000846,42,1.0,0.056635573506355286,65094,0,0.0,0.0,7.430220447159769e-15
001132,9,1.0,0.13646583259105682,65367,0,0.0,0.0,4.670670114234089e-15
000257,69,1.0,0.014972054399549961,65115,1,0.14684300124645233,1.535744452123167e-05,9.612186602225847e-09
000688,43,0.8837209302325582,0.10023630410432816,65073,10,0.15630435943603516,0.00015367356660980744,5.610203857031593e-09
001056,74,0.9594594594594594,0.056315891444683075,65040,1,0.17492307722568512,1.5375153751537514e-05,7.33302085720311e-10
000430,112,0.9642857142857143,0.08974266797304153,64815,13,0.15290404856204987,0.0002005708555118414,2.9075003737943916e-08
000900,55,0.9272727272727272,0.030162278562784195,65111,0,0.0,0.0,4.010263989187888e-16
000471,83,1.0,0.009167672134935856,65033,17,0.17757734656333923,0.000261405747851091,1.6666918511987205e-08
000833,20,1.0,0.049397747963666916,65326,0,0.0,0.0,1.6049290260493343e-13
000171,23,0.782608695652174,0.07927336543798447,65303,24,0.1620555967092514,0.0003675175719339081,5.876269248972221e-09
000567,55,0.9636363636363636,0.0316910594701767,65148,14,0.16857440769672394,0.00021489531528212684,5.810623093793765e-09
001043,63,1.0,0.017818452790379524,65086,0,0.0,0.0,2.2513291144526937e-12
000798,28,0.8571428571428571,0.13393621146678925,65146,0,0.0,0.0,5.022879247945644e-12
001085,50,1.0,0.05800677835941315,65144,3,0.14768564701080322,4.605182365221663e-05,3.007958104817021e-09
000895,45,1.0,0.01256517879664898,65156,0,0.0,0.0,4.201389128093147e-13
001121,18,0.9444444444444444,0.21800349652767181,65198,17,0.16459877789020538,0.00026074419460719655,3.0419411434223775e-09
000979,51,1.0,0.027887681499123573,65125,0,0.0,0.0,1.6593351692684166e-10
000363,5,1.0,0.15471570193767548,65371,10,0.15801526606082916,0.0001529730308546603,9.982994431112502e-10
000311,52,0.9807692307692307,0.022666318342089653,65149,10,0.15699276328086853,0.00015349429768684092,1.041507324828217e-08
000229,72,1.0,0.020160315558314323,65004,2,0.18742415308952332,3.076733739462187e-05,1.6632453192499952e-09
000234,58,1.0,0.019139444455504417,65163,13,0.1698787808418274,0.00019949971609655787,1.1447966130617715e-08
001073,86,1.0,0.01490061916410923,64992,0,0.0,0.0,4.8067039237764675e-09
000716,54,0.9444444444444444,0.06090288236737251,65052,39,0.18255658447742462,0.0005995203836930455,2.3210287025676735e-08
001005,38,0.9736842105263158,0.020369576290249825,65144,4,0.18413685262203217,6.140243153628883e-05,3.4189598374645414e-10
001119,9,0.8888888888888888,0.06736066937446594,65367,9,0.1793394386768341,0.00013768415255404102,3.1096331065683103e-10
001327,33,0.9696969696969697,0.06435798853635788,65243,0,0.0,0.0,2.5425980223169053e-13
000754,13,0.8461538461538461,0.0934448316693306,65333,0,0.0,0.0,2.6425572952179684e-14
000245,65,0.9692307692307692,0.04601278901100159,65116,0,0.0,0.0,6.921322205416438e-15
000780,14,0.9285714285714286,0.051533572375774384,65332,58,0.17242708802223206,0.0008877732198616298,1.568019669662135e-08
000277,98,0.9795918367346939,0.028210870921611786,65029,18,0.16269667446613312,0.0002767995817250765,1.350051292980936e-09
001052,61,1.0,0.02386125735938549,65112,28,0.1742187738418579,0.00043002825899987715,1.0637289271642203e-08
000856,22,0.9545454545454546,0.05471336469054222,65314,0,0.0,0.0,3.238541111850882e-15
000871,76,0.9868421052631579,0.016668405383825302,65030,17,0.11588360369205475,0.0002614178071659234,8.044304666832147e-10
000531,20,0.95,0.05028032138943672,65326,0,0.0,0.0,4.0675678327124504e-15
000472,71,0.9859154929577465,0.0190125685185194,65107,30,0.15428879857063293,0.0004607799468567128,3.39784200775739e-08
000083,9,1.0,4.467770122573711e-05,65367,12,0.1852216273546219,0.0001835788700720547,1.207802302616301e-09
000274,71,0.9577464788732394,0.05604582652449608,65134,9,0.1840154081583023,0.00013817668191727823,9.79717373894573e-09
000147,40,0.8,0.12052402645349503,65116,4,0.08876606076955795,6.142883469500583e-05,2.2607785435391214e-11
000096,30,0.8666666666666667,0.054184023290872574,65136,14,0.18280920386314392,0.0002149349054286416,1.0599345401374194e-08
000152,40,0.925,0.13488738238811493,65116,30,0.1780109405517578,0.00046071626021254374,7.748933050777396e-09
001158,27,1.0,0.11783204227685928,65029,0,0.0,0.0,1.328668147726475e-10
